name;east;north;up;value;dist_1;value_1;dist_2;value_2;dist_3;value_3;dist_4;value_4;dist_5;value_5;dist_6;value_6;dist_7;value_7;dist_8;value_8;dist_9;value_9;dist_10;value_10;dist_11;value_11;dist_12;value_12;dist_13;value_13;dist_14;value_14;dist_15;value_15;dist_16;value_16;dist_17;value_17;dist_18;value_18;dist_19;value_19;dist_20;value_20;dist_21;value_21;dist_22;value_22;dist_23;value_23;dist_24;value_24;dist_25;value_25;dist_26;value_26;dist_27;value_27;dist_28;value_28;dist_29;value_29;dist_30;value_30;dist_31;value_31;dist_32;value_32;dist_33;value_33;dist_34;value_34;dist_35;value_35;dist_36;value_36;dist_37;value_37;dist_38;value_38;dist_39;value_39;dist_40;value_40;dist_41;value_41;dist_42;value_42;dist_43;value_43;dist_44;value_44;dist_45;value_45;dist_46;value_46;dist_47;value_47;dist_48;value_48;dist_49;value_49;dist_50;value_50;unix;doy
Warstein-Hirschberg;32449010.22;5698110.78;331;7.3;10391.978630487334;10.7;13693.031242708095;3.7;13805.547996818888;10.4;15610.744495125084;14.8;20353.926279959232;12.2;22264.838850427466;11.8;24126.807414368388;11.8;24378.30519571497;10.4;24649.662263040987;13.3;25857.8472969745;23.3;26739.607989722084;5.7;30798.515634424886;22.6;31999.569847775423;17.9;32410.11591459684;6.0;32752.286261197583;14.8;36236.32202215357;21.6;36931.69394385508;13.4;37012.20741229559;21.1;37618.19140948221;1.8;37764.90075996623;12.4;42769.706571454524;14.3;44258.08671339184;24.2;44406.779291999446;23.8;45836.537188862414;34.5;46399.93409713538;22.4;47800.91867339124;12.8;48173.88946226268;23.5;48509.541156830324;3.5;50350.22432599576;17.0;50851.21725570988;18.4;54053.27390449082;24.6;55708.99420415524;4.3;55831.50537133629;13.5;58528.5739119496;34.8;59260.99668249478;1.5;59286.54820521051;36.1;59788.61209361282;11.2;60566.750308139206;10.6;60794.79181797477;22.1;61083.04426339634;10.5;62276.88583917843;27.7;62535.664657856985;23.6;63229.957353365964;25.6;63734.394983168924;18.5;63808.60461892584;14.9;64774.85055904372;11.1;65175.58552524813;27.0;65339.582890733756;38.2;65924.81169232061;32.3;66982.0012665557;27.1;1504828800;251
Weilerswist-Lommersum;32344009.73;5620116.3;147;9.9;14628.722594492368;7.9;16510.65906111637;10.9;18299.387477423865;11.0;20553.37216310893;17.2;26231.884702202216;11.5;28539.809993359457;14.8;29964.202366733;16.4;30833.28617007857;7.0;30952.025573982075;16.7;31179.091634627675;19.6;33563.537442638626;25.7;34564.366422264866;15.6;34868.658100075794;10.2;36637.83580527228;13.5;37147.601238929914;18.0;38806.551418225376;12.1;39889.07263156752;8.7;42740.93325000958;12.4;43582.28296364739;26.2;43930.33553108156;20.9;44288.34215385519;22.9;45128.59465385782;18.7;46397.35646152685;29.7;46774.58877365405;30.9;51558.038623179535;31.5;52170.89319335499;32.9;55032.94481829021;17.1;55579.544582409275;23.7;56107.05914400116;43.7;60409.097088500486;25.3;60617.17166370357;26.7;61265.49538288256;37.2;62751.53697284532;37.3;64991.79492096276;27.0;67101.30991551517;32.3;67397.23814800795;27.9;68730.69275505409;17.2;70877.00934238594;25.6;71233.3202479132;43.1;72073.03925243462;26.6;72425.7210907756;34.8;76313.76827580048;36.1;77322.52483407027;14.8;77992.44910316137;29.9;78582.08793083963;27.7;79139.16685310936;38.2;84244.90721227678;23.5;86483.2812619482;10.6;88193.70388705027;24.6;88762.86652257803;23.8;1504828800;251
Wenden-Dörnscheid;32419022.4;5643529.34;418;27.7;9841.798923167156;24.6;12170.537065014323;25.6;12318.960309071535;27.9;14067.424888906982;10.6;19778.117145545813;23.8;22836.323287363168;34.8;25293.514757789257;17.1;25410.71826802709;13.4;28173.34508134576;7.3;28188.600946491875;11.2;30180.12441502719;21.1;31658.44870658402;25.3;31715.06128318513;22.4;35014.21408107443;26.2;36897.61672501584;23.3;36933.42225920828;17.0;37070.79988796263;10.5;37090.61604832762;23.5;38923.964743165736;32.3;39349.88994175482;14.8;39581.240797574814;12.4;40317.01375008799;22.9;40805.578579573936;37.3;41909.289203038265;12.8;42425.45851742575;10.4;43664.101709308736;36.1;49203.76300311304;16.7;51310.09259533854;14.8;51990.426266059;43.7;52439.98640171041;17.9;53519.617013415285;10.7;53699.20943840408;13.3;54832.75691334329;7.0;56458.699075522454;38.2;57186.372277263545;30.9;57500.83427573709;32.9;58573.11171776763;11.8;59173.295564331835;12.2;61070.74840374675;37.2;61361.67006551378;25.7;62276.88583917843;7.3;63537.62976737276;14.8;65670.21954814073;10.9;65846.91054908285;14.3;71080.03139528008;22.6;71320.8775806407;10.4;72475.94135378631;35.1;72550.79217771032;7.9;72648.72880718429;18.7;73297.1377144813;34.5;1504828800;251
Werl;32422936.16;5714500.76;85;22.6;14027.30272806934;12.2;15353.266409688847;14.8;16267.594320270586;34.5;17601.982693969476;13.3;20622.80645204627;10.4;22315.766392957285;18.4;30798.515634424886;7.3;31769.04778575825;14.8;32902.820889626484;21.6;33112.75593996186;18.5;33542.572139347816;23.6;35659.249330995495;11.8;37519.29865936352;10.7;38420.3983167654;23.3;38915.49058834116;3.7;39534.90949862061;20.2;40589.96504586365;23.5;40909.36141400497;21.1;44237.14950106944;35.1;46654.81005108514;38.2;46724.043255276345;36.1;48158.34837286803;12.5;48289.082851494815;10.4;49613.58027892073;10.6;50113.95125553462;12.4;50320.607979175016;13.4;51385.89627913133;23.8;51804.545010458096;11.1;52229.749094650724;24.2;52527.27319310163;11.8;55902.25577967196;5.7;56149.11228548196;32.3;57018.21271839845;25.6;57026.34142893795;34.8;57046.33043488112;14.9;59296.526984906886;17.4;60340.95167449952;37.3;60609.766913036015;15.4;60754.04403650006;17.9;61016.65708665701;13.8;61846.40706216915;1.8;62215.9705178006;6.0;63251.78862694793;22.1;63455.84096431232;19.8;64800.37971976657;25.3;66124.9333898859;20.9;66139.11026200753;24.6;66505.03990746629;25.6;66705.46292196984;29.9;66983.44316025822;37.2;1504828800;251
Wermelskirchen;32373176.11;5668046.59;255;43.7;6642.900177483278;32.9;10176.206743123903;37.2;10274.113726821692;30.9;12536.276574245838;37.3;16627.31924341775;32.3;20336.91146605997;25.3;21419.089221580514;22.9;22483.32759486616;36.1;23042.95280452022;38.2;23084.236670534643;25.7;23797.617653892245;18.7;25006.29631239671;43.1;31669.630052686407;34.8;31788.28997351087;16.7;32149.50336701984;29.9;32771.810828589616;19.6;33427.6116993857;27.0;33573.239929947384;23.5;36351.61582311353;26.2;37060.71260186642;35.1;39827.14142876036;25.6;46149.44699982958;14.8;46443.1368498214;17.1;48179.12066787127;25.6;48400.70532828897;21.1;48725.80965146396;23.8;48793.6544363151;27.9;49134.128013448135;14.8;49243.53861134138;12.1;49333.158393905156;12.4;51967.652127550136;23.6;51990.426266059;27.7;52313.63216272168;14.8;54187.32614016697;17.2;54512.23453979829;10.9;55098.53578186137;14.6;55627.62973234384;7.0;56107.05914400116;9.9;57730.75143785709;24.6;57824.81675179924;23.7;58345.62291995977;34.5;58809.65161389207;13.3;59364.727258533945;13.4;60774.250171178915;31.5;60862.46180338411;7.9;60930.02351897362;23.3;63048.17235421321;20.2;63946.669483787824;8.7;65266.62505224459;12.2;65702.90668838407;10.6;1504828800;251
Wesel-Flüren;32333108.26;5729620.66;25;11.1;3227.8562339731025;11.4;13000.566420101028;10.2;18922.5197990205;14.6;21993.735997644097;14.8;28854.15728013556;24.6;32243.04548557794;8.8;33205.31775461016;6.2;34697.54131115719;9.0;35660.77427996186;25.6;37327.388452217776;13.8;41644.46155959445;29.9;45901.15649708255;17.2;45931.36546414037;27.0;48479.98220359345;43.1;49572.502980674646;20.9;49695.861955059736;14.1;51262.43253918154;14.8;53057.96129873544;35.1;53325.18402304549;20.2;57722.25507496497;23.6;63287.880375781846;37.2;64379.5183292679;23.7;65036.930823978844;18.5;65984.99069392052;38.2;66787.34454243036;18.7;70256.90698589139;11.9;70884.65426809964;32.9;71419.57175198615;31.5;73463.26701139324;43.7;73688.40372298262;17.4;74744.32002706116;30.9;74899.99533326218;34.5;75554.08537808187;12.1;78690.12799547972;36.1;79242.06745645421;19.6;79863.38950605664;26.7;80985.6007484077;18.4;81726.05537638489;37.3;82828.62908329192;32.3;82876.32474092086;25.7;85731.94922816174;13.7;86341.70075251737;8.7;86676.2915527906;26.6;88727.11565562358;23.5;90898.32810640526;19.8;91091.52866441393;22.6;91939.91495078443;25.3;94077.89120870152;12.5;94104.9747401583;22.9;94883.42616076018;14.5;1504828800;251
Westerkappeln;32422840.1;5793918.56;92;19.2;16278.617059458817;14.5;18810.043571488;15.4;20932.333237907744;19.8;24736.462488581674;13.7;31333.23601881041;12.5;36937.66829730407;11.1;37439.747048828285;17.4;40867.968546027405;11.9;42080.226237138726;10.6;45627.932568200886;14.9;46985.72773645113;14.2;47315.41607697016;12.5;52122.14556764931;12.3;53452.18864659438;7.7;59674.58542960643;18.4;60818.153563798274;20.9;63014.108215455264;18.5;63117.037564438826;22.1;63826.46820046992;17.4;65080.667522390686;27.0;65136.10894280259;21.6;67551.02146644457;14.1;72991.62846831558;27.1;73833.73510075582;20.2;73911.27781775102;24.2;75358.06467074911;13.8;76069.18829781268;20.9;78940.70264208294;6.0;79417.85840328087;22.6;79778.59742544066;34.5;80927.92714167754;12.4;81478.98409802133;11.8;81792.86175529468;24.6;83479.97061657948;23.6;85739.62818633615;10.4;87057.93624931869;13.5;89726.58699316716;14.8;92270.6303151897;12.2;96466.12265429953;3.7;96749.29057982717;25.6;96971.42190934387;13.3;99216.74167403208;35.1;99317.98935914144;7.3;101016.1170422733;11.3;103279.31536711064;3.5;104052.57271565241;1.8;107031.96833298696;10.1;108533.67396639481;11.4;108888.98762460954;14.6;109423.72317858119;10.7;1504828800;251
Willebadessen-Borlinghausen;32502099.25;5714994.02;275;4.3;9536.288817710827;3.5;10728.84123906166;1.5;14151.998174425344;1.9;16536.74441849536;4.2;18112.387316709894;1.8;24745.672500480723;11.3;25837.30998972874;13.5;31774.81229561125;6.0;32600.264014841017;5.7;34087.91271219836;12.4;35336.74835096416;10.1;35411.727119022886;5.7;38905.94087247356;24.2;42518.58809793471;3.7;43603.85938756612;27.1;44344.167209471365;11.8;49313.861244705564;27.0;49546.20627948203;22.1;51016.15141370769;11.8;51458.16870653657;14.3;51486.833973164255;20.9;55708.99420415524;7.3;56346.47342114044;21.6;58774.2777537524;17.9;59068.638883402265;10.4;59504.71407573768;10.7;60736.99977640474;17.4;66225.68236412916;14.9;66918.30758223435;14.2;67391.53597113371;10.4;67823.55023547701;14.8;71286.11733270429;10.6;71810.72496136613;12.5;74266.79171611668;12.2;76000.76156723732;12.8;76376.26786743703;11.1;78285.24189519283;23.3;79164.85472591784;22.6;79776.86903550825;13.3;81351.10437284628;17.0;82181.47392639008;22.4;85667.30309160212;13.4;88141.16724235011;14.8;88436.72738971107;7.7;88504.37348493283;6.0;90400.91513616653;18.4;90485.76021571748;10.5;90814.25804624287;21.1;93876.54674427882;12.5;94537.35275659423;11.2;1504828800;251
Windeck-Dattenfeld;32398320.99;5628999.46;108;17.1;13068.802333688684;27.9;13799.892317898986;26.2;14290.642584914187;12.4;22955.466890421205;25.6;25293.514757789257;27.7;26762.300866561913;22.9;26784.818409331005;14.8;28938.312023669198;16.7;29541.806600275733;7.0;30070.660677485703;25.3;31450.600644544247;10.6;32219.66822303592;34.8;35110.56788408714;24.6;40090.44211086336;37.3;40455.2138274562;7.3;40940.20360405772;10.9;41101.756200337455;32.3;41345.12051293803;23.8;45677.51271927965;25.7;46443.1368498214;43.7;46953.35649913626;30.9;47599.00583228951;7.9;49312.8298719647;11.2;49457.0986059824;23.5;49614.343080791485;32.9;49685.286439937365;13.4;49892.78529135906;36.1;50174.6322487881;21.1;55032.94481829021;9.9;56143.948307885905;22.4;56618.35701424077;37.2;57770.528051560446;19.6;57870.39982900407;10.5;58074.150364830224;14.8;59857.943837706014;23.3;60469.73780292051;17.0;60527.635467438944;18.7;60760.92505833812;38.2;63046.24543536487;11.0;65832.26017294348;12.8;67460.65493954923;10.4;71441.58713509073;43.1;72787.88184536557;13.3;74396.5516053052;17.2;74488.42540178818;13.5;76791.86278175085;12.1;77674.79622274886;17.9;77706.03916070651;10.7;77730.81355072057;35.1;77795.95048736787;27.0;1504828800;251
Wipperfürth-Gardeweg;32389763.07;5669199.62;360;32.3;4625.7638734065295;37.3;9958.469366649688;36.1;11112.502698335105;25.3;16560.360097222732;34.8;16627.31924341775;43.7;17796.600063793805;23.5;19688.02674584239;38.2;23259.45234356496;32.9;23284.235829628407;37.2;24356.07250826164;22.9;25901.386504987437;30.9;27100.63368381561;25.6;31800.914817964687;21.1;32462.564091095366;23.8;33202.1960989086;14.8;35662.794554482156;26.2;35782.466097507684;43.1;36670.635074852005;35.1;36752.958886959896;25.7;38132.11303789188;16.7;38923.964743165736;27.7;39033.136016571916;27.9;40405.304860695935;18.7;41101.756200337455;17.1;41545.92582877752;29.9;42901.37506399668;13.4;43035.436390628216;24.6;44378.842461033084;13.3;44388.73601031063;23.3;48043.55465296497;27.0;48179.73133682352;23.6;48199.949220018614;19.6;48676.366853990265;12.4;49576.894341206535;34.5;50351.885964775596;14.8;51051.16284073502;12.2;52232.83631510358;25.6;52987.27769463277;10.6;56149.11228548196;22.6;57712.8735334163;14.8;58959.86066959234;7.0;59226.25256836634;10.4;60577.59702858211;20.2;61761.859915797526;10.9;62268.003655503926;10.7;62399.183937650516;22.4;63264.990568921574;14.8;63920.172866761204;14.6;64779.516179313396;11.2;65594.35149079468;12.1;1504828800;251
Wuppertal-Buchenhofen;32367693.63;5676618.81;134;37.2;9537.394534630012;32.9;10176.206743123903;43.7;14836.744926869638;43.1;14913.557728740625;30.9;20328.962712105407;38.2;20370.793203387744;37.3;21567.65689054874;18.7;22048.021941672047;29.9;23284.235829628407;32.3;24763.43565739033;27.0;25409.313166981006;36.1;27748.541004962026;25.7;29692.49512345439;25.3;30415.66988002382;35.1;31287.424454474414;22.9;34003.45796144937;19.6;37581.06954955724;23.5;39098.42627860772;25.6;39623.86268932453;34.8;40320.453857152905;16.7;42207.636998511676;14.8;44948.14661115459;14.6;46233.846591614245;23.6;46323.65189233692;26.2;46720.69523008415;17.2;47363.403405264406;12.1;48920.30221654907;25.6;52700.22514600809;14.8;53089.31444851704;23.7;53644.1117029066;21.1;54926.659264070266;14.8;55290.6925820739;34.5;55620.05631944968;23.8;56277.79086472577;20.2;56618.35701424077;17.1;57036.53268336532;31.5;58654.313288171346;27.9;59154.669331975245;12.4;60232.598791493474;13.3;61070.74840374675;27.7;61265.49538288256;9.9;61919.74225225357;10.9;62620.97301856585;8.7;63287.880375781846;11.1;63617.61515608919;14.8;64491.47404641867;7.0;65215.20918285425;13.8;65677.53739443612;23.3;65791.51047532343;13.4;66009.42207825277;11.4;1504828800;251
Wünnenberg-Eilern;32484632.52;5710201.26;312;1.8;11715.173098973564;3.5;16864.103954767485;5.7;18112.387316709894;4.3;19127.89015883341;6.0;23125.571806776534;12.4;23527.517945922897;1.5;24426.002168661547;3.7;27325.076510494677;13.5;28453.78144249873;11.8;30553.19775281061;24.2;31598.02533369649;1.9;32781.51898039218;4.2;35603.90146437475;11.8;36969.19866225647;11.3;37618.19140948221;7.3;41442.80228810204;10.4;41908.60876408252;14.3;41951.512395850565;10.7;42893.58190293703;21.6;44699.5864625311;27.1;45058.98063187125;17.9;45936.46389680496;22.1;47665.8876026284;27.0;49540.616860805305;10.1;49889.330617402695;14.8;51115.31103069856;10.4;52455.24367402264;5.7;56251.290619934625;12.2;56261.31812674594;20.9;59315.71807076093;14.9;60797.059856808526;23.3;61683.06351361657;13.3;61846.40706216915;22.6;62106.823511415576;10.6;62476.495993975186;17.4;62851.17208116343;14.2;63490.433476456914;12.8;67298.60220322844;11.1;68143.13903743522;22.4;68435.8543518295;17.0;68964.59178022381;13.4;69805.13805425819;12.5;70154.96693026045;14.8;73174.85679562272;21.1;74906.35478864235;18.4;78113.39168547481;34.5;78400.81855973866;10.5;78625.41129617197;23.8;81220.11739114657;11.2;82289.65187513926;12.5;1504828800;251
Xanten;32320140.61;5730545.19;20;10.2;13000.566420101028;11.1;13180.503924062725;11.4;20244.38277074627;6.2;22055.473436603846;9.0;24875.058977320918;8.8;29717.872742888165;14.8;29989.287357737783;14.6;38988.56575103124;24.6;45428.92046215802;17.2;46307.45121187382;14.8;48142.83024961616;25.6;49544.06983597088;13.8;51248.03675221456;29.9;51523.38234360338;27.0;56827.819746095185;14.1;57429.529449783164;43.1;60168.453802033386;20.9;62989.35101867082;23.7;65136.068385852;35.1;66298.37893271963;20.2;69782.03997069216;31.5;70615.11630182463;23.6;71898.24175197088;37.2;71949.02930853928;18.7;75778.80463790533;26.7;76344.17025705808;12.1;77012.11240283867;38.2;77879.857342791;18.5;78598.17141461997;32.9;80018.87166134987;11.9;80733.29454269278;26.6;81884.88777185915;30.9;81968.86291275527;43.7;83078.868719604;19.6;84666.63901894017;17.4;85239.22530568343;8.7;87827.86200790867;34.5;88493.00497635717;25.7;89495.17407746812;36.1;91253.12860302372;37.3;92793.75784543193;32.3;93881.77667013461;18.4;95942.39416744524;13.7;96496.1115957059;10.2;100040.17206025783;23.5;101262.3498939677;25.3;101781.94382439466;19.8;101804.78612552717;22.9;104040.15118610494;22.6;104840.53384846712;14.5;1504828800;251
